StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Consent,Q1.1,Q22_First Click,Q22_Last Click,Q22_Page Submit,Q22_Click Count,Q1.2,Q1.2_DO,Q23_First Click,Q23_Last Click,Q23_Page Submit,Q23_Click Count,Q2.1,Q2.2,Q2.3,Q2.4,Q3_0_GROUP,Q3_0_1_RANK,Q3_0_2_RANK,Q3_0_3_RANK,Q3_0_4_RANK,Q4_0_GROUP,Q4_0_1_RANK,Q4_0_2_RANK,Q4_0_3_RANK,Q4_0_4_RANK,Q5_0_GROUP,Q5_0_1_RANK,Q5_0_2_RANK,Q5_0_3_RANK,Q5_0_4_RANK,Q6,Q7,Q8,Q9,Q10,Q11,Q12,Q13,Q14,Q15,Random ID,FL_10_DO
2021-06-10 13:54:11,2021-06-10 13:55:10,IP Address,212.162.148.109,100,59,True,2021-06-10 13:55:10,R_1MG4h0Jdb9SJXH3,,,,,41.8777008056640625,-87.637603759765625,anonymous,EN,Yes,Accept all cookies,1.094,1.094,1.921,1,,,,,,,,,,,"Jackets,Shirts,Pants,Underwear",4,1,3,2,"Erotic book,Other books,Historic novels,Non-fiction book",4,1,3,2,"Perfums,Other creams,Facial cream,Weight management pills",3,1,4,2,Probably yes,Like a great deal,Like somewhat,True,Yes,25,Male,4 year degree,Between 4 and 6 hours,5-6,1401,Block5
2021-06-10 13:52:01,2021-06-10 13:55:17,IP Address,207.228.60.75,100,195,True,2021-06-10 13:55:17,R_vDlqtmWYQukCTy9,,,,,37.751007080078125,-97.82199859619140625,anonymous,EN,Yes,Accept all cookies,4.313,15.778,16.695,3,,,,,,,,,,,"Shirts,Jackets,Pants,Underwear",4,2,3,1,"Historic novels,Non-fiction book,Erotic book,Other books",2,3,1,4,"Perfums,Facial cream,Weight management pills,Other creams",2,1,3,4,Probably yes,Like somewhat,Like a great deal,True,Yes,56,Male,4 year degree,More than 8 hours,More than 8,7126,Block5
2021-06-10 13:54:10,2021-06-10 13:55:30,IP Address,212.162.148.8,100,80,True,2021-06-10 13:55:30,R_1HsUNc3CISUPRHb,,,,,41.8777008056640625,-87.637603759765625,anonymous,EN,Yes,Accept all cookies,1.08,1.08,1.995,1,,,,,,,,,,,"Underwear,Jackets,Shirts,Pants",1,2,4,3,"Erotic book,Historic novels,Other books,Non-fiction book",4,1,2,3,"Weight management pills,Perfums,Other creams,Facial cream",4,2,1,3,Definitely yes,Like a great deal,Like somewhat,True,Yes,34,Male,4 year degree,Between 2 and 4 hours,3-4,265,Block5
2021-06-10 13:51:45,2021-06-10 13:55:36,IP Address,154.21.22.6,100,231,True,2021-06-10 13:55:36,R_1o1QIk1MEsUs1bm,,,,,33.747406005859375,-84.3849029541015625,anonymous,EN,Yes,,,,,,Accept all cookies,Accept all cookies|More information,1.61,1.61,4.191,1,,,,,"Shirts,Underwear,Pants,Jackets",2,4,3,1,"Erotic book,Non-fiction book,Historic novels,Other books",2,1,3,4,"Facial cream,Weight management pills,Perfums,Other creams",1,3,2,4,Definitely yes,Like a great deal,Like somewhat,True,Yes,35,Male,4 year degree,Between 2 and 4 hours,7-8,6958,Block6
2021-06-10 13:53:11,2021-06-10 13:55:41,IP Address,212.162.150.195,100,150,True,2021-06-10 13:55:42,R_3iLkTcbfycQDpZh,,,,,41.8777008056640625,-87.637603759765625,anonymous,EN,Yes,Accept all cookies,1.362,1.362,2.871,1,,,,,,,,,,,"Jackets,Shirts,Pants,Underwear",4,1,3,2,"Other books,Erotic book,Historic novels,Non-fiction book",4,2,3,1,"Other creams,Facial cream,Weight management pills,Perfums",2,4,3,1,Probably yes,Neither like nor dislike,Like somewhat,Neither true nor false,Yes,28,Male,4 year degree,Between 4 and 6 hours,3-4,7202,Block5
2021-06-10 13:51:27,2021-06-10 13:55:44,IP Address,23.226.31.231,100,256,True,2021-06-10 13:55:44,R_1n6ZOziM53xkxqE,,,,,37.751007080078125,-97.82199859619140625,anonymous,EN,Yes,Accept all cookies,2.401,2.401,5.669,1,,,,,,,,,,,"Shirts,Pants,Underwear,Jackets",3,4,2,1,"Historic novels,Non-fiction book,Erotic book,Other books",2,3,1,4,"Weight management pills,Facial cream,Perfums,Other creams",2,3,1,4,Definitely yes,Like somewhat,Like a great deal,True,Yes,38,Female,4 year degree,Between 2 and 4 hours,1-2,2309,Block5
2021-06-10 13:55:02,2021-06-10 13:55:46,IP Address,72.241.62.50,100,43,True,2021-06-10 13:55:46,R_xovIB1SPX9fWTGF,,,,,41.600494384765625,-83.62509918212890625,anonymous,EN,Yes,,,,,,More information,More information|Accept all cookies,0,0,0.807,0,Yes,Yes,Yes,Yes,"Shirts,Pants,Underwear,Jackets",3,4,2,1,"Non-fiction book,Other books,Historic novels,Erotic book",1,4,3,2,"Perfums,Facial cream,Other creams,Weight management pills",2,1,4,3,Might or might not,Neither like nor dislike,Like somewhat,Neither true nor false,No,30,Male,2 year degree,Between 2 and 4 hours,5-6,33,Block6
2021-06-10 13:53:11,2021-06-10 13:55:57,IP Address,212.162.150.222,100,165,True,2021-06-10 13:55:57,R_POp2Ljy1RwUuzYd,,,,,41.8777008056640625,-87.637603759765625,anonymous,EN,Yes,Accept all cookies,4.915,4.915,6.124,1,,,,,,,,,,,"Jackets,Pants,Underwear,Shirts",3,1,2,4,"Historic novels,Erotic book,Other books,Non-fiction book",4,2,1,3,"Perfums,Weight management pills,Other creams,Facial cream",4,1,2,3,Probably yes,Neither like nor dislike,Neither like nor dislike,Neither true nor false,Yes,30,Male,4 year degree,Between 2 and 4 hours,1-2,2511,Block5
2021-06-10 13:51:25,2021-06-10 13:56:07,IP Address,152.97.218.117,100,281,True,2021-06-10 13:56:07,R_bQKfsQ6MYcr1UyJ,,,,,35.764892578125,-85.68129730224609375,anonymous,EN,Yes,,,,,,More information,More information|Accept all cookies,16.034,17.266,17.612,2,No,No,No,No,"Jackets,Underwear,Shirts,Pants",2,1,4,3,"Other books,Erotic book,Historic novels,Non-fiction book",4,2,3,1,"Other creams,Perfums,Weight management pills,Facial cream",4,2,3,1,Definitely not,Dislike a great deal,Dislike a great deal,True,Yes,31,Male,High school graduate,More than 8 hours,More than 8,5195,Block6
2021-06-10 13:53:54,2021-06-10 13:56:11,IP Address,97.103.30.50,100,137,True,2021-06-10 13:56:12,R_1JDG0wuhktejTUL,,,,,28.91070556640625,-81.19570159912109375,anonymous,EN,Yes,,,,,,More information,Accept all cookies|More information,5.115,5.115,6.25,1,No,No,No,No,"Shirts,Jackets,Pants,Underwear",4,2,3,1,"Other books,Historic novels,Non-fiction book,Erotic book",3,4,2,1,"Perfums,Facial cream,Other creams,Weight management pills",2,1,4,3,Definitely not,Dislike a great deal,Dislike a great deal,True,Yes,39,Male,High school graduate,Between 6 and 8 hours,More than 8,2913,Block6
2021-06-10 13:51:02,2021-06-10 13:56:12,IP Address,70.167.218.115,100,310,True,2021-06-10 13:56:12,R_2A0VdD9RUlXON28,,,,,33.38250732421875,-111.875,anonymous,EN,Yes,,,,,,More information,More information|Accept all cookies,3.077,3.077,4.012,1,Yes,No,Yes,Yes,"Jackets,Pants,Shirts,Underwear",4,1,2,3,"Other books,Non-fiction book,Historic novels,Erotic book",2,4,3,1,"Other creams,Weight management pills,Perfums,Facial cream",4,3,2,1,Probably yes,Like somewhat,Neither like nor dislike,Neither true nor false,Yes,35,Male,Some college,Between 2 and 4 hours,More than 8,4059,Block6
2021-06-10 13:54:42,2021-06-10 13:56:17,IP Address,63.162.179.220,100,95,True,2021-06-10 13:56:17,R_1QfHZWHEja0iBJM,,,,,37.751007080078125,-97.82199859619140625,anonymous,EN,Yes,Accept all cookies,1.83,1.83,2.636,1,,,,,,,,,,,"Jackets,Shirts,Pants,Underwear",4,1,3,2,"Non-fiction book,Other books,Erotic book,Historic novels",1,3,4,2,"Facial cream,Weight management pills,Other creams,Perfums",1,4,2,3,Definitely yes,Like somewhat,Like somewhat,True,Yes,42,Male,4 year degree,More than 8 hours,More than 8,8339,Block5
2021-06-10 13:52:59,2021-06-10 13:56:22,IP Address,24.111.55.140,100,202,True,2021-06-10 13:56:22,R_2vk4jNZi8lPwdJ9,,,,,47.897705078125,-97.039398193359375,anonymous,EN,Yes,Accept all cookies,6.002,6.002,7.192,1,,,,,,,,,,,"Pants,Jackets,Underwear,Shirts",3,2,1,4,"Erotic book,Non-fiction book,Historic novels,Other books",2,1,3,4,"Other creams,Facial cream,Perfums,Weight management pills",2,3,4,1,Probably yes,Like a great deal,Like somewhat,True,Yes,50,Female,4 year degree,Between 4 and 6 hours,1-2,7332,Block5
2021-06-10 13:52:14,2021-06-10 13:56:24,IP Address,98.207.213.243,100,249,True,2021-06-10 13:56:24,R_2ffi0Mtpj35weio,,,,,37.7200927734375,-121.91899871826171875,anonymous,EN,Yes,Accept all cookies,23.417,23.417,25.383,1,,,,,,,,,,,"Jackets,Shirts,Pants,Underwear",4,1,3,2,"Erotic book,Non-fiction book,Historic novels,Other books",2,1,3,4,"Perfums,Facial cream,Weight management pills,Other creams",2,1,3,4,Definitely not,Dislike a great deal,Dislike a great deal,True,Yes,30,Male,4 year degree,More than 8 hours,More than 8,7969,Block5
2021-06-10 13:54:25,2021-06-10 13:56:37,IP Address,63.75.247.142,100,132,True,2021-06-10 13:56:37,R_1OYS3sVOUy5C86T,,,,,39.610198974609375,-75.6746978759765625,anonymous,EN,Yes,,,,,,Accept all cookies,Accept all cookies|More information,1.957,1.957,3.866,1,,,,,"Shirts,Pants,Jackets,Underwear",4,3,2,1,"Historic novels,Erotic book,Other books,Non-fiction book",4,2,1,3,"Weight management pills,Perfums,Other creams,Facial cream",4,2,1,3,Definitely yes,Like somewhat,Neither like nor dislike,True,No,28,Male,4 year degree,Between 4 and 6 hours,5-6,7312,Block6
2021-06-10 13:51:12,2021-06-10 13:56:40,IP Address,84.17.44.72,100,327,True,2021-06-10 13:56:41,R_By9LKa7wr2PWLZf,,,,,34.072906494140625,-118.2606048583984375,anonymous,EN,Yes,Accept all cookies,18.43,18.43,20.519,1,,,,,,,,,,,"Shirts,Underwear,Jackets,Pants",2,3,4,1,"Erotic book,Historic novels,Non-fiction book,Other books",3,1,2,4,"Facial cream,Weight management pills,Perfums,Other creams",1,3,2,4,Probably yes,Neither like nor dislike,Like somewhat,True,Yes,50,Male,4 year degree,More than 8 hours,More than 8,1205,Block5
2021-06-10 13:54:25,2021-06-10 13:56:42,IP Address,45.71.19.130,100,137,True,2021-06-10 13:56:42,R_3IWBVDUxgjQ5ZCp,,,,,40.69940185546875,-73.88829803466796875,anonymous,EN,Yes,Accept all cookies,6.319,6.319,7.878,1,,,,,,,,,,,"Pants,Jackets,Shirts,Underwear",4,2,1,3,"Erotic book,Historic novels,Other books,Non-fiction book",4,1,2,3,"Perfums,Weight management pills,Other creams,Facial cream",4,1,2,3,Probably yes,Like a great deal,Like somewhat,True,Yes,52,Female,4 year degree,More than 8 hours,More than 8,3950,Block5
2021-06-10 13:53:18,2021-06-10 13:57:00,IP Address,104.247.215.84,100,221,True,2021-06-10 13:57:00,R_9oZepFbVYkhzqkV,,,,,35.231597900390625,-80.84279632568359375,anonymous,EN,Yes,More information,21.844,21.844,22.903,1,,,,,,,No,No,No,No,"Underwear,Pants,Shirts,Jackets",1,4,2,3,"Historic novels,Erotic book,Other books,Non-fiction book",4,2,1,3,"Perfums,Facial cream,Weight management pills,Other creams",2,1,3,4,Probably yes,Like somewhat,Like somewhat,False,No,35,Female,4 year degree,Between 4 and 6 hours,7-8,804,Block5
2021-06-10 13:55:06,2021-06-10 13:57:11,IP Address,68.113.90.212,100,125,True,2021-06-10 13:57:11,R_3qJ8Lr6kSJKS7jm,,,,,32.54840087890625,-85.46820068359375,anonymous,EN,Yes,Accept all cookies,1.456,1.456,3.371,1,,,,,,,,,,,"Underwear,Shirts,Pants,Jackets",1,4,3,2,"Erotic book,Historic novels,Other books,Non-fiction book",4,1,2,3,"Weight management pills,Facial cream,Other creams,Perfums",2,4,1,3,Definitely yes,Neither like nor dislike,Like somewhat,Neither true nor false,Yes,25,Male,4 year degree,More than 8 hours,More than 8,7308,Block5
2021-06-10 13:52:39,2021-06-10 13:57:11,IP Address,67.216.152.216,100,272,True,2021-06-10 13:57:12,R_3RgtzVjbbCZ8wW6,,,,,30.8936004638671875,-83.3235015869140625,anonymous,EN,Yes,,,,,,Accept all cookies,More information|Accept all cookies,2.155,60.859,73.273,3,,,,,"Shirts,Pants,Underwear,Jackets",3,4,2,1,"Erotic book,Historic novels,Non-fiction book,Other books",3,1,2,4,"Facial cream,Perfums,Weight management pills,Other creams",1,2,3,4,Probably yes,Like somewhat,Like somewhat,True,Yes,43,Female,4 year degree,Between 6 and 8 hours,More than 8,4247,Block6
2021-06-10 13:55:59,2021-06-10 13:57:22,IP Address,185.199.226.43,100,82,True,2021-06-10 13:57:22,R_OHUaLUdE1SEPJm1,,,,,41.8777008056640625,-87.637603759765625,anonymous,EN,Yes,Accept all cookies,1.747,2.842,4.041,2,,,,,,,,,,,"Shirts,Underwear,Jackets,Pants",2,3,4,1,"Erotic book,Non-fiction book,Other books,Historic novels",2,1,4,3,"Perfums,Other creams,Facial cream,Weight management pills",3,1,4,2,Might or might not,Neither like nor dislike,Dislike somewhat,Neither true nor false,No,30,Male,4 year degree,Between 6 and 8 hours,5-6,2677,Block5
2021-06-10 13:55:59,2021-06-10 13:57:32,IP Address,103.196.30.130,100,92,True,2021-06-10 13:57:32,R_3dQYSupCXBFlnY1,,,,,11.0142059326171875,76.994110107421875,anonymous,EN,Yes,Accept all cookies,0.867,0.867,1.93,1,,,,,,,,,,,"Shirts,Underwear,Jackets,Pants",2,3,4,1,"Other books,Non-fiction book,Historic novels,Erotic book",2,4,3,1,"Other creams,Perfums,Facial cream,Weight management pills",3,2,4,1,Probably yes,Neither like nor dislike,Like somewhat,True,Yes,25,Female,4 year degree,Between 4 and 6 hours,7-8,8396,Block5
2021-06-10 13:55:19,2021-06-10 13:57:40,IP Address,75.109.208.81,100,141,True,2021-06-10 13:57:41,R_3htDMHiE3mcMpAS,,,,,30.5478057861328125,-96.2714996337890625,anonymous,EN,Yes,Accept all cookies,1.079,1.079,2.07,1,,,,,,,,,,,"Pants,Shirts,Underwear,Jackets",3,4,1,2,"Historic novels,Erotic book,Non-fiction book,Other books",3,2,1,4,"Weight management pills,Perfums,Facial cream,Other creams",3,2,1,4,Probably yes,Like a great deal,Like somewhat,True,Yes,41,Male,Graduate degree,Between 2 and 4 hours,3-4,630,Block5
2021-06-10 13:51:53,2021-06-10 13:57:41,IP Address,45.134.20.41,100,347,True,2021-06-10 13:57:41,R_2VC0AX2UHRsdJSN,,,,,52.3824005126953125,4.899505615234375,anonymous,EN,Yes,Accept all cookies,14.05,14.05,17.792,1,,,,,,,,,,,"Shirts,Pants,Jackets,Underwear",4,3,2,1,"Historic novels,Non-fiction book,Erotic book,Other books",2,3,1,4,"Perfums,Facial cream,Other creams,Weight management pills",2,1,4,3,Definitely yes,Like a great deal,Like somewhat,True,Yes,26,Male,4 year degree,Between 4 and 6 hours,3-4,3070,Block5
2021-06-10 13:51:27,2021-06-10 13:57:41,IP Address,172.2.146.225,100,373,True,2021-06-10 13:57:42,R_2ZCXLcQKdR5jiL3,,,,,37.250701904296875,-121.83599853515625,anonymous,EN,Yes,,,,,,More information,More information|Accept all cookies,7.631,7.631,9.433,1,No,No,No,No,"Shirts,Pants,Jackets,Underwear",4,3,2,1,"Historic novels,Non-fiction book,Other books,Erotic book",2,4,1,3,"Facial cream,Perfums,Other creams,Weight management pills",1,2,4,3,Probably not,Dislike somewhat,Dislike somewhat,True,Yes,63,Female,Some college,Between 4 and 6 hours,More than 8,7825,Block6
2021-06-10 13:55:52,2021-06-10 13:57:42,IP Address,207.171.208.172,100,110,True,2021-06-10 13:57:43,R_2pJkAwxnh67JyQf,,,,,34.34539794921875,-86.2740020751953125,anonymous,EN,Yes,Accept all cookies,1.166,1.166,1.903,1,,,,,,,,,,,"Shirts,Pants,Underwear,Jackets",3,4,2,1,"Erotic book,Historic novels,Non-fiction book,Other books",3,1,2,4,"Facial cream,Weight management pills,Perfums,Other creams",1,3,2,4,Definitely yes,Neither like nor dislike,Like a great deal,True,Yes,35,Female,Graduate degree,Between 4 and 6 hours,3-4,6243,Block5
2021-06-10 13:52:02,2021-06-10 13:57:50,IP Address,50.231.89.166,100,348,True,2021-06-10 13:57:50,R_0iTb00IRHuN5nUt,,,,,33.9521026611328125,-84.5475006103515625,anonymous,EN,Yes,,,,,,More information,Accept all cookies|More information,4.293,7.066,9.376,2,No,Yes,Yes,Yes,"Jackets,Shirts,Pants,Underwear",4,1,3,2,"Non-fiction book,Historic novels,Erotic book,Other books",1,3,2,4,"Facial cream,Perfums,Other creams,Weight management pills",1,2,4,3,Definitely yes,Like a great deal,Like a great deal,True,Yes,25,Female,4 year degree,Between 6 and 8 hours,5-6,6133,Block6
2021-06-10 13:55:19,2021-06-10 13:57:55,IP Address,68.41.96.105,100,156,True,2021-06-10 13:57:56,R_1IQbucHXPyO0q1u,,,,,42.2931060791015625,-83.25479888916015625,anonymous,EN,Yes,,,,,,More information,More information|Accept all cookies,2.852,2.852,13.756,1,Yes,Yes,Yes,Yes,"Jackets,Underwear,Pants,Shirts",2,1,3,4,"Historic novels,Non-fiction book,Other books,Erotic book",2,4,1,3,"Facial cream,Other creams,Perfums,Weight management pills",1,3,4,2,Probably yes,Like a great deal,Like somewhat,True,Yes,45,Female,Graduate degree,Between 2 and 4 hours,3-4,73,Block6
2021-06-10 13:56:23,2021-06-10 13:58:05,IP Address,185.199.226.37,100,102,True,2021-06-10 13:58:05,R_32RqvIh2De0C30p,,,,,41.8777008056640625,-87.637603759765625,anonymous,EN,Yes,,,,,,Accept all cookies,Accept all cookies|More information,1.179,1.179,1.969,1,,,,,"Underwear,Shirts,Pants,Jackets",1,4,3,2,"Erotic book,Other books,Historic novels,Non-fiction book",4,1,3,2,"Facial cream,Other creams,Weight management pills,Perfums",1,4,3,2,Probably yes,Like somewhat,Like somewhat,Neither true nor false,Yes,25,Male,4 year degree,Between 6 and 8 hours,5-6,7953,Block6
2021-06-10 13:54:17,2021-06-10 13:58:19,IP Address,50.231.89.161,100,241,True,2021-06-10 13:58:19,R_2qq6ClE1pYsRHFb,,,,,33.9521026611328125,-84.5475006103515625,anonymous,EN,Yes,,,,,,Accept all cookies,Accept all cookies|More information,6.543,10.784,12.191,4,,,,,"Jackets,Shirts,Underwear,Pants",3,1,4,2,"Historic novels,Erotic book,Non-fiction book,Other books",3,2,1,4,"Perfums,Weight management pills,Facial cream,Other creams",3,1,2,4,Definitely yes,Like a great deal,Like a great deal,True,Yes,41,Female,4 year degree,Between 4 and 6 hours,5-6,9415,Block6
2021-06-10 13:51:41,2021-06-10 13:58:25,IP Address,73.178.93.27,100,404,True,2021-06-10 13:58:26,R_0MzcAxPpx4bwvgB,,,,,39.8603973388671875,-74.6692962646484375,anonymous,EN,Yes,,,,,,Accept all cookies,More information|Accept all cookies,1.79,3.395,8.548,2,,,,,"Underwear,Jackets,Pants,Shirts",1,2,3,4,"Non-fiction book,Historic novels,Other books,Erotic book",1,4,2,3,"Other creams,Weight management pills,Perfums,Facial cream",4,3,2,1,Probably yes,Like somewhat,Neither like nor dislike,True,Yes,40,Male,4 year degree,Between 2 and 4 hours,1-2,7729,Block6
2021-06-10 13:55:48,2021-06-10 13:58:27,IP Address,107.161.115.108,100,159,True,2021-06-10 13:58:28,R_2e8oM1W9TePJKJM,,,,,35.231597900390625,-80.84279632568359375,anonymous,EN,Yes,,,,,,More information,More information|Accept all cookies,0.836,0.836,1.553,1,Yes,Yes,Yes,Yes,"Underwear,Pants,Shirts,Jackets",1,4,2,3,"Other books,Non-fiction book,Erotic book,Historic novels",2,3,4,1,"Weight management pills,Other creams,Perfums,Facial cream",4,3,1,2,Probably yes,Like a great deal,Like somewhat,True,Yes,31,Male,Graduate degree,Between 4 and 6 hours,3-4,3761,Block6
2021-06-10 13:56:52,2021-06-10 13:58:35,IP Address,212.162.150.201,100,102,True,2021-06-10 13:58:35,R_O3ugJDt9ILoII49,,,,,41.8777008056640625,-87.637603759765625,anonymous,EN,Yes,Accept all cookies,1.438,1.438,2.95,1,,,,,,,,,,,"Underwear,Pants,Shirts,Jackets",1,4,2,3,"Non-fiction book,Historic novels,Other books,Erotic book",1,4,2,3,"Weight management pills,Facial cream,Perfums,Other creams",2,3,1,4,Might or might not,Like somewhat,Dislike somewhat,Neither true nor false,Yes,30,Male,4 year degree,Between 2 and 4 hours,1-2,5780,Block5
2021-06-10 13:50:50,2021-06-10 13:58:39,IP Address,185.191.228.163,100,469,True,2021-06-10 13:58:39,R_Dvl501dx2xLtI3v,,,,,41.8777008056640625,-87.637603759765625,anonymous,EN,Yes,,,,,,Accept all cookies,Accept all cookies|More information,1.516,1.516,2.644,1,,,,,"Jackets,Underwear,Pants,Shirts",2,1,3,4,"Non-fiction book,Historic novels,Other books,Erotic book",1,4,2,3,"Weight management pills,Facial cream,Other creams,Perfums",2,4,1,3,Probably yes,Like a great deal,Like somewhat,Neither true nor false,Yes,30,Male,4 year degree,Between 2 and 4 hours,5-6,9836,Block6
2021-06-10 13:56:53,2021-06-10 13:59:24,IP Address,63.75.247.142,100,151,True,2021-06-10 13:59:24,R_PvzthdZ9vLWU90d,,,,,39.610198974609375,-75.6746978759765625,anonymous,EN,Yes,,,,,,Accept all cookies,Accept all cookies|More information,1.816,1.816,3.359,1,,,,,"Underwear,Pants,Shirts,Jackets",1,4,2,3,"Historic novels,Other books,Erotic book,Non-fiction book",4,3,1,2,"Weight management pills,Other creams,Perfums,Facial cream",4,3,1,2,Probably yes,Like somewhat,Like a great deal,True,Yes,28,Male,4 year degree,Between 6 and 8 hours,3-4,6012,Block6
2021-06-10 13:58:27,2021-06-10 13:59:38,IP Address,170.39.185.245,100,70,True,2021-06-10 13:59:39,R_3Pn4pioGq62mFQK,,,,,39.01800537109375,-77.53900146484375,anonymous,EN,Yes,Accept all cookies,1.539,1.539,2.769,1,,,,,,,,,,,"Jackets,Underwear,Shirts,Pants",2,1,4,3,"Other books,Erotic book,Historic novels,Non-fiction book",4,2,3,1,"Weight management pills,Facial cream,Perfums,Other creams",2,3,1,4,Might or might not,Like somewhat,Like somewhat,True,Yes,30,Male,4 year degree,Less than 2 hours,5-6,9730,Block5
2021-06-10 13:55:08,2021-06-10 13:59:40,IP Address,23.119.201.59,100,271,True,2021-06-10 13:59:40,R_2SJssBBEpAxJd72,,,,,32.9073944091796875,-97.42569732666015625,anonymous,EN,Yes,Accept all cookies,16.742,16.742,18.799,1,,,,,,,,,,,"Jackets,Shirts,Pants,Underwear",4,1,3,2,"Historic novels,Non-fiction book,Erotic book,Other books",2,3,1,4,"Perfums,Facial cream,Other creams,Weight management pills",2,1,4,3,Definitely yes,Like a great deal,Like a great deal,True,Yes,39,Female,4 year degree,Between 6 and 8 hours,More than 8,4650,Block5
2021-06-10 13:58:26,2021-06-10 13:59:49,IP Address,66.214.103.170,100,82,True,2021-06-10 13:59:49,R_2z5Bi0A2KAtFrnB,,,,,39.198699951171875,-119.75260162353515625,anonymous,EN,Yes,,,,,,Accept all cookies,More information|Accept all cookies,1.473,2.192,4.296,2,,,,,"Jackets,Pants,Underwear,Shirts",3,1,2,4,"Non-fiction book,Historic novels,Erotic book,Other books",1,3,2,4,"Other creams,Perfums,Weight management pills,Facial cream",4,2,3,1,Probably not,Dislike somewhat,Dislike a great deal,True,Yes,28,Male,Some college,More than 8 hours,5-6,384,Block6
2021-06-10 13:55:51,2021-06-10 13:59:51,IP Address,67.211.45.218,100,239,True,2021-06-10 13:59:51,R_3nejEfE4ckjFHyx,,,,,37.3860015869140625,-122.014404296875,anonymous,EN,Yes,,,,,,More information,More information|Accept all cookies,1.573,1.573,10.921,1,Yes,Yes,Yes,Yes,"Shirts,Pants,Jackets,Underwear",4,3,2,1,"Historic novels,Non-fiction book,Erotic book,Other books",2,3,1,4,"Facial cream,Weight management pills,Other creams,Perfums",1,4,2,3,Probably yes,Like somewhat,Like somewhat,True,Yes,33,Male,4 year degree,Between 4 and 6 hours,More than 8,3766,Block6
2021-06-10 13:52:37,2021-06-10 13:59:53,IP Address,68.51.227.185,100,435,True,2021-06-10 13:59:53,R_3KvIqvLIl7whsKS,,,,,42.234893798828125,-85.9004974365234375,anonymous,EN,Yes,,,,,,More information,More information|Accept all cookies,1.325,1.325,6.352,1,Yes,Yes,Yes,Yes,"Pants,Shirts,Jackets,Underwear",4,3,1,2,"Non-fiction book,Other books,Historic novels,Erotic book",1,4,3,2,"Perfums,Weight management pills,Facial cream,Other creams",3,1,2,4,Definitely yes,Like somewhat,Like a great deal,True,Yes,43,Male,Graduate degree,Between 4 and 6 hours,5-6,5189,Block6
2021-06-10 13:57:43,2021-06-10 13:59:55,IP Address,63.161.77.247,100,132,True,2021-06-10 13:59:55,R_2YQzpcxkW2ZU4Ev,,,,,39.0019073486328125,-77.455596923828125,anonymous,EN,Yes,Accept all cookies,1.065,1.065,2.619,1,,,,,,,,,,,"Jackets,Pants,Shirts,Underwear",4,1,2,3,"Other books,Non-fiction book,Erotic book,Historic novels",2,3,4,1,"Weight management pills,Perfums,Other creams,Facial cream",4,2,1,3,Probably yes,Neither like nor dislike,Like somewhat,True,Yes,27,Male,4 year degree,More than 8 hours,5-6,7760,Block5
2021-06-10 13:52:24,2021-06-10 14:00:13,IP Address,161.35.139.69,100,468,True,2021-06-10 14:00:13,R_UxQqbvnVCRJe0nv,,,,,40.836395263671875,-74.14029693603515625,anonymous,EN,Yes,,,,,,More information,More information|Accept all cookies,17.312,36.596,38.339,3,Yes,No,Yes,No,"Jackets,Shirts,Pants,Underwear",4,1,3,2,"Historic novels,Non-fiction book,Other books,Erotic book",2,4,1,3,"Perfums,Weight management pills,Facial cream,Other creams",3,1,2,4,Probably yes,Like a great deal,Like somewhat,False,Yes,28,Male,4 year degree,Between 4 and 6 hours,More than 8,8923,Block6
2021-06-10 13:58:12,2021-06-10 14:00:18,IP Address,98.239.136.14,100,125,True,2021-06-10 14:00:19,R_1NDNqhhyU81hGs5,,,,,39.595306396484375,-79.9228973388671875,anonymous,EN,Yes,,,,,,Accept all cookies,More information|Accept all cookies,2.269,2.269,3.635,1,,,,,"Jackets,Pants,Underwear,Shirts",3,1,2,4,"Non-fiction book,Historic novels,Erotic book,Other books",1,3,2,4,"Perfums,Weight management pills,Facial cream,Other creams",3,1,2,4,Definitely yes,Like somewhat,Like a great deal,True,Yes,38,Female,Graduate degree,Between 4 and 6 hours,5-6,6252,Block6
2021-06-10 13:58:25,2021-06-10 14:00:39,IP Address,185.202.173.52,100,134,True,2021-06-10 14:00:39,R_3HFi0AvOz6bvpyx,,,,,41.8777008056640625,-87.637603759765625,anonymous,EN,Yes,Accept all cookies,1.482,1.482,2.473,1,,,,,,,,,,,"Underwear,Jackets,Shirts,Pants",1,2,4,3,"Erotic book,Historic novels,Other books,Non-fiction book",4,1,2,3,"Weight management pills,Facial cream,Other creams,Perfums",2,4,1,3,Probably yes,Like somewhat,Like somewhat,True,Yes,33,Male,4 year degree,More than 8 hours,More than 8,4402,Block5
